ARO	ID	Name	NCBI
3001893	g799	CTX-M-31	AJ567481
3001947	g800	CTX-M-87	EU545409
3003035	g801	mfpA	AL123456
3002709	g802	QnrA3	DQ058661
3003100	g803	cphA4	AY227050
3000195	g804	tetB(P)	L20800
3001189	g806	SHV-150	JX121117
3002434	g807	OKP-B-1	AJ635402
3001037	g808	TEM-171	GQ149347
3002836	g809	lnuB	AJ238249.1
3001209	g810	mecC	FR821779.1
3003582	g632	basR	AE004091.2
3000800	g805	MexC	U57969
3000802	g704	OprJ	U57969
3000896	g811	TEM-26	NG_050256.1
3002021	g812	CMY-10	AF357597
3001488	g813	OXA-216	FR865168
3000976	g814	TEM-113	AY589494
3000850	g815	GOB-1	AF090141
3001398	g816	OXA-3	L07945
3003166	g817	CTX-M-158	KM211691
3001183	g818	SHV-141	JQ388884
3001929	g819	CTX-M-68	EU177100
3000793	g820	mdtB	U00096
3002788	g822	QnrD1	FJ228229
3000005	g824	vanD	AY082011
3001078	g825	SHV-20	AF117744
3000237	g826	TolC	FJ768952
3002768	g827	QnrB55	KF730650
3000950	g828	TEM-83	AF427129
3002148	g829	DHA-17	KM087850
3001196	g830	SHV-157	JX121124
3002446	g831	OKP-B-13	AY825330
3001200	g832	SHV-161	JX121128
3003096	g833	CfxA5	AY769934
3002872	g834	FosA3	JF411006
3002642	g835	APH(3')-Ib	M20305
3000935	g836	TEM-68	AJ239002
3002845	g837	vatH	GQ205627
3001961	g838	CTX-M-102	HQ398215
3002055	g839	CMY-44	FJ437066
3002031	g840	CMY-20	AY960293
3001877	g841	CTX-M-14	AF252622
3002728	g843	QnrB14	EU273757
3002128	g844	CMY-117	KM087844
3001029	g845	TEM-163	EU815939
3002143	g846	DHA-12	HG798963
3001968	g847	CTX-M-108	JF274245
3002419	g848	OKP-A-2	AJ635404
3001655	g849	OXA-138	EU670845
3001421	g850	OXA-26	AF201827
3002775	g852	QnrB62	JX987101
3001663	g853	OXA-160	GU199038
3002072	g854	CMY-58	HQ185697
3001005	g855	TEM-142	DQ388882
3000746	g856	mepR	BA000017.4
3004603	g3302	tet(56)	CP020412.2
3002269	g858	IND-14	HM367709
3000911	g860	TEM-42	X98047
3001714	g861	OXA-215	JN861783
3002207	g862	IMP-16	AJ584652
3002369	g863	PER-7	HQ713678
3002074	g864	CMY-61	JF460795
3001786	g865	OXA-244	JX438000
3000775	g866	adeB	AF370885.1
3001659	g867	OXA-175	HM113561
3002132	g868	DHA-1	Y16410.1
3000518	g869	CRP	AP009048.1
3000841	g871	CGB-1	EF672680
3002842	g872	vatC	AF015628
3002329	g873	KPC-19	KJ775801
3003015	g875	dfrA19	AJ310778
3003056	g876	smeE	AJ252200
3001171	g877	SHV-124	GQ390806
3002000	g878	CTX-M-142	KF240809
3001374	g879	TEM-185	JF795538
3002658	g880	APH(6)-Ib	X05648
3000250	g881	ErmC	M12730
3002512	g883	LRA-17	EU408354.1
3001958	g884	CTX-M-99	HM803271
3000931	g885	TEM-63	AF332513
3002266	g886	IND-10	GU206353
3001091	g887	SHV-33	JX268631
3000605	g888	Erm(36)	AF462611
3002087	g889	CMY-74	JX440349
3001110	g890	SHV-53	AY590467
3002752	g891	QnrB37	JN173059
3002659	g892	APH(6)-Ic	X01702
3002103	g894	CMY-90	HE819404
3001169	g895	SHV-122	HM751103.1
3001990	g896	CTX-M-131	JN969893.3
3001569	g897	OXA-383	KF986262.1
3002378	g898	VEB-9	AF324833.1
3001629	g899	OXA-94	DQ519088
3002997	g901	LCR-1	X56809
3001632	g902	OXA-92	DQ335566
3002669	g903	APH(2'')-Ig	CP004067.1
3000860	g904	rmtB	AM886293.1
3001953	g905	CTX-M-93	HQ166709
3003176	g906	CARB-21	CP006005
3002704	g907	fexA	AJ549214
3001997	g908	CTX-M-139	KC107824
3001400	g909	OXA-5	X58272
3002061	g911	CMY-50	FN645444
3002463	g912	LEN-13	CP001891.1
3002416	g913	OXY-6-4	AJ871877
3002626	g914	ANT(6)-Ia	KF648874.1
3001155	g915	SHV-106	AM941847
3001430	g916	OXA-36	AF300985
3003153	g917	SHV-186	KM233165
3000918	g918	TEM-49	Y10281
3002363	g919	PER-1	Z21957.1
3001019	g920	TEM-152	DQ834728
3002428	g921	OKP-A-11	AM850915
3002599	g922	AAC(6')-30/AAC(6')-Ib'_fusion_protein	AJ584652
3002295	g923	VIM-25	HM750249
3002587	g924	AAC(6')-33	JN596280
3002534	g925	AAC(3)-IIb	M97172
3002325	g926	KPC-15	KC433553
3001567	g927	OXA-381	KJ135344
3002817	g928	carA	M80346
3002339	g929	GES-10	FJ820124
3000124	g948	mecI	BA000018.3
3001687	g931	OXA-316	KF057033
3002337	g932	GES-8	AF329699
3002431	g933	OKP-A-14	FJ534512
3002199	g934	IMP-8	AF322577
3001685	g935	OXA-314	KF057031
3002430	g936	OKP-A-13	FJ534513
3001680	g937	OXA-242	JX025022
3002782	g938	QnrB70	KC580659
3001973	g939	CTX-M-113	JF274247
3000987	g940	TEM-125	AY628176
3002330	g941	GES-1	AF156486
3001636	g942	OXA-104	EF581285
3002988	g944	bcrB	L20573
3002763	g946	QnrB48	JQ762640
3001438	g947	OXA-100	AM231720
3001938	g949	CTX-M-77	AM982521
3000596	g950	ErmX	M36726.1
3001837	g951	ACT-15	JX440356
3000412	g952	sul2	AY055428.1
3002645	g954	APH(3')-IIb	X90856
3001148	g955	SHV-96	EF373971
3000955	g956	TEM-88	AY027590
3002496	g958	OXA-418	KJ997966
3001613	g959	OXA-64	AY750907
3001001	g960	TEM-137	AM286274
3001145	g961	SHV-93	EF373969
3001543	g962	OXA-356	KF297585
3002082	g963	CMY-69	JX049132
3001811	g964	OXA-129	AM932669
3001521	g965	OXA-333	KF203107
3002933	g966	vanSC	AF162694
3002563	g967	AAC(6')-Isa	AB116646
3002180	g968	MIR-15	KM087851
3002377	g969	VEB-8	JX679208
3002892	g870	otr(B)	AF079900
3000444	g910	rphA	KJ151292
3000567	g945	tet(40)	AM419751
3000167	g900	tet(C)	AY043299.1
3000174	g957	tet(G)	AF133139
3004253	g943	vanUG	DQ212986
3003577	g842	ugd	U00096
3003563	g882	RCP-1	X15791
3002451	g970	OKP-B-18	AM850920
3002694	g971	cmlA4	AF156486
3002034	g972	CMY-23	DQ463751
3001564	g973	OXA-378	KF986259.1
3002881	g974	lmrC	EU124663.1
3002714	g975	QnrB1	DQ351241.1
3001922	g976	CTX-M-61	EF219142
3001643	g977	OXA-112	EF650038
3001695	g978	OXA-134	HQ122933
3000963	g979	TEM-96	AY092401
3003558	g980	y56_beta-lactamase	AY954728
3001703	g981	OXA-86	DQ149247
3001369	g982	TEM-153	KC149518
3002349	g983	GES-20	JN596280
3000347	g985	ErmA	X03216.1
3000829	g986	baeS	AP009048
3001867	g987	CTX-M-4	Y14156
3000522	g989	ErmG	L42817
3002163	g990	FOX-9	JF896803
3000361	g991	EreA	AY183453.1
3001121	g992	SHV-66	DQ174306
3002580	g993	AAC(6')-Ib9	AF043381
3001131	g994	SHV-77	AM176552
3000806	g995	MexG	AE004091.2
3002090	g996	CMY-77	JX440353
3002301	g997	VIM-31	JN982330
3001178	g998	SHV-134	HM559945
3002455	g999	LEN-2	AY037780
3002592	g1000	AAC(6')-Ib-Hangzhou	FJ503047
3002577	g1002	AAC(6')-Ib4	AF445082
3001413	g1003	OXA-18	U85514
3002923	g1004	vanRD	AY082011
3002425	g1007	OKP-A-8	AM051147
3002385	g1008	BEL-1	DQ089809
3002256	g1009	IND-1	AF099139
3001386	g1010	TEM-209	KF240808
3000899	g1011	TEM-29	Y17584
3002315	g1012	KPC-5	EU400222
3002636	g1013	APH(2'')-IIIa	U51479
3001083	g1014	SHV-25	AF208796
3000832	g1015	evgA	BA000007.3
3001690	g1016	OXA-255	KC479325
3001946	g1017	CTX-M-86	FJ214369
3002646	g1018	APH(3')-IIc	HQ424460
3002212	g1019	IMP-21	AB204557
3001679	g1020	OXA-241	JX025021
3001916	g1021	CTX-M-54	DQ303459
3000898	g1022	TEM-28	U37195
3002205	g1023	IMP-14	AY553332
3002593	g1024	AAC(6')-Ib-SK	AB164230
3001000	g1025	TEM-136	AY826417
3001128	g1026	SHV-74	AM176549
3001059	g1028	SHV-1	FJ668814
3002114	g1029	CMY-102	KF526115
3002962	g1030	vanZA	M97297
3002660	g1031	APH(6)-Id	AF024602
3001552	g1032	OXA-365	KF885217
3002940	g1033	vanSN	JF802084
3002713	g1034	QnrA7	GQ463707
3002964	g1036	vanWB	U35369
3002693	g1037	cmlA1	M64556.1
3002699	g1038	cmlB1	AM296481
3003022	g1039	dfrB3	GQ150744
3001630	g1040	OXA-95	DQ519089
3001130	g1043	SHV-76	AM176551
3001884	g1044	CTX-M-22	AY080894
3001303	g1045	ErmO-srmA	AJ223970.1
3002832	g1046	vgaD	GQ205627
3002688	g1047	catS	X74948
3002748	g1048	QnrB33	JN173055
3002182	g1049	MOX-1	D13304
3002462	g1051	LEN-12	QIXO01000012.1
3001484	g1052	OXA-206	AB634250
3001060	g1053	SHV-2	AF148851
3002289	g1056	VIM-19	FJ822963
3001974	g1057	CTX-M-114	GQ351346
3002297	g1058	VIM-27	HQ858608
3002663	g1059	APH(9)-Ib	U70376.2
3001152	g1060	SHV-103	EU032604
3002405	g1061	OXY-2-10	FJ785626
3001125	g1062	SHV-71	AM176546
3002785	g1063	QnrB73	KF443075
3001999	g1064	CTX-M-141	KC964871
3001570	g1065	OXA-384	KF986263.1
3000981	g1066	TEM-118	AY130285
3002576	g1068	AAC(6')-Ib3	FJ854362
3002226	g1069	IMP-35	JF816544
3000410	g1070	sul1	JF969163
3002153	g1071	DHA-22	KM087856
3001431	g1072	OXA-37	AY007784
3002452	g1073	OKP-B-19	AM850921
3002475	g1074	LEN-3	AY130286
3000891	g1075	TEM-20	Y17581
3002228	g1076	IMP-37	JX131372
3003116	g1077	OXA-420	AB983359
3002274	g1078	VIM-4	AM087411
3001799	g1079	OXA-161	GQ202693
3001197	g1080	SHV-158	JX121125
3002221	g1081	IMP-30	DQ522237
3001870	g1082	CTX-M-7	AJ005045
3001511	g1083	OXA-323	KF203097
3002456	g1084	LEN-5	AY633109
3002438	g1085	OKP-B-5	AM850918
3002052	g1086	CMY-41	AB429270
3001689	g1087	OXA-253	KC479324
3002025	g1089	CMY-14	AJ555825
3001035	g1090	TEM-169	FJ873740
3002197	g1091	IMP-6	AB040994
3002585	g1093	AAC(6')-31	AM283489
3002254	g1094	CARB-17	KJ934265
3001114	g1095	SHV-59	AY790341
3000946	g1096	TEM-79	AF190692
3000601	g1097	Erm(38)	AY154657.2
3000013	g1098	vanB	KF823969
3001782	g1099	OXA-48	AY236073
3001787	g1100	OXA-245	JX438001
3001883	g1101	CTX-M-21	AJ416346
3002744	g1102	QnrB29	HM439649
3002028	g1103	CMY-17	AY513266
3000216	g1104	acrB	U00096.3
3002540	g1105	AAC(3)-VIa	M88012
3000467	g1106	NDM-5	JN104597
3002498	g1107	PDC-2	FJ666064
3000855	g1109	CAU-1	AJ308331
3002466	g1110	LEN-19	AM850909
3002554	g1111	AAC(6')-Ig	L09246
3001611	g1112	OXA-58	CP000864.1
3002629	g1113	ANT(6)-Ib	FN594949
3001838	g1114	ACT-17	KF992026
3003162	g1115	OXA-435	KP144324
3002847	g1116	arr-2	AF078527
3000495	g1117	ErmD	L08389
3001397	g1118	OXA-2	M95287.4
3000842	g1119	EBR-1_beta-lactamase	AF416700
3003177	g1120	IMI-7	KM103296
3002652	g1121	APH(3')-VIa	X07753
3001474	g1122	OXA-180	HM570036
3002161	g1123	FOX-8	HM565917
3001046	g1124	TEM-186	JN227084
3002444	g1125	OKP-B-11	AM051161
3001476	g1126	OXA-184	JQ396378
3001925	g1127	CTX-M-64	AB284167
3001418	g1128	OXA-23	AY795964
3002030	g1129	CMY-19	AB194410
3002508	g1130	PDC-9	FJ666072
3002531	g1131	AAC(3)-Ic	AJ511268
3000175	g1027	tet(H)	Y15510
3000566	g1092	tet(39)	AY743590
3000803	g1067	MexE	AE004091.2
3000813	g1041	MexS	HQ433550
3000177	g988	tet(J)	AF038993
3000181	g1006	tet(V)	AF030344.1
3002556	g1050	AAC(6')-Ii	L12710
3001626	g1132	OXA-88	DQ392963
3001158	g1133	SHV-109	EU418913
3002171	g1136	MIR-6	JQ664733
3000957	g1137	TEM-90	AF351241
3002858	g1139	dfrA12	GU585907.1
3002099	g1140	CMY-86	KJ207204
3001469	g1141	OXA-169	HM488990
3002860	g1142	dfrA17	DQ838665
3001402	g1143	OXA-7	X75562
3001308	g1144	vgbB	AF015628
3001983	g1145	CTX-M-124	JQ429324
3001022	g1146	TEM-156	AM941159
3002076	g1147	CMY-63	HQ650104
3001550	g1148	OXA-363	KF460533
3002481	g1149	AER-1	U14748
3002802	g1150	QnrVC5	JN408080
3001499	g1151	OXA-240	JX089628
3001901	g1152	CTX-M-39	AY954516
3002313	g1153	KPC-3	AF395881
3001013	g1154	TEM-146	DQ105529
3001826	g1155	ACT-9	HQ693810
3000598	g1156	Erm(31)	AF079138
3002909	g1157	vanG	DQ212986
3001080	g1158	SHV-22	AF117746
3000993	g1159	TEM-129	AJ746225
3002749	g1160	QnrB34	JN173056
3003111	g1161	lsaB	AJ579365.1
3002615	g1162	aadA15	DQ393783
3002107	g1163	CMY-94	JX514368
3002174	g1164	MIR-9	KM087860
3002421	g1165	OKP-A-4	AM051142
3000421	g1167	norB	HE999704.1
3002359	g1168	NDM-9	KC999080
3001547	g1169	OXA-360	KF421163
3002057	g1170	CMY-46	FN556186
3000556	g1171	tet(44)	FN594949
3001479	g1172	OXA-194	HQ425492
3000923	g1173	TEM-54	AF104442
3002737	g1174	QnrB22	FJ981621
3002322	g1177	KPC-12	HQ641421
3002094	g1178	CMY-81	JQ733578
3002195	g1179	IMP-4	AF244145
3000791	g1180	mdsC	AE006468.2
3000783	g1181	cmeA	CP000768
3001965	g1182	CTX-M-105	HQ833651
3000191	g1183	tetQ	Z21523
3001709	g1184	OXA-182	HM640278
3001660	g1185	OXA-176	HM113562
3001515	g1186	OXA-327	KF203101
3001673	g1187	OXA-248	HE963769
3002824	g1188	ErmV	U59450
3002841	g1189	vatB	U19459
3001541	g1190	OXA-354	KF297583
3001214	g1191	mdtM	U00096.3
3002370	g1192	VEB-1	CU459141.1
3002823	g1193	ErmH	M16503
3001411	g1194	OXA-16	AF043100
3001111	g1195	SHV-55	AJ863560
3001619	g1196	OXA-71	AY750913
3003107	g1198	mef(B)	FJ196385.1
3001352	g1199	SHV-168	JX870080
3000251	g1200	msrA	X52085.1
3003151	g1201	CARB-22	BA000032.2
3001890	g1202	CTX-M-28	AJ549244
3002309	g1205	VIM-39	KF131539
3000448	g1206	QepA1	JQ064560
3002144	g1207	DHA-13	KM087855
3001357	g1208	SHV-173	KF513178
3002760	g1209	QnrB45	NG_050508.1
3002522	g1210	novA	AF170880
3002271	g1211	VIM-1	AF317511
3001802	g1212	OXA-141	EF552405
3004606	g3304	erm(40)	AY570506.1
3000998	g1214	TEM-134	AY574271
3000380	g1215	FosC	Z33413
3001340	g1216	SHV-119	KJ776406
3001451	g1217	OXA-139	AM991978
3003157	g1218	TEM-219	KM114268
3002929	g1219	vanRN	JF802084
3002518	g1220	OCH-5	AJ295343
3001670	g1221	OXA-231	JQ326200
3003061	g1223	vph	X02393
3001265	g1224	Erm(30)	AF079138.1
3001043	g1225	TEM-178	X97254
3000778	g1226	adeG	CT025800.2
3002602	g1227	aadA2	AF156486
3002041	g1228	CMY-30	EF685372
3001869	g1229	CTX-M-6	AJ005044
3001895	g1230	CTX-M-33	AY238472.1
3000616	g1231	mel	AF227521.1
3000526	g1232	cmeR	AL111168.1
3000196	g1233	tet32	EU722333.1
3002178	g1234	MIR-13	KM087862
3003676	g1235	AAC(6')-Ib'	AY660529.1
3002064	g1236	CMY-53	HQ336940
3001583	g1238	OXA-397	KM087865
3001135	g1239	SHV-81	AM176556
3001007	g1241	TEM-144	AM049399
3002622	g1242	aadA6/aadA10	AM087405
3000316	g1243	mphA	D16251.1
3002411	g1244	OXY-5-1	AJ871869
3000977	g1245	TEM-114	AY589495
3002525	g1246	AAC(2')-Ic	AL123456.3
3002085	g1247	CMY-72	JX440352
3000676	g1248	H-NS	BA000007.3
3002159	g1249	FOX-5	AY007369
3001956	g1250	CTX-M-96	AJ704396
3003165	g1251	CTX-M-157	KM211510
3003010	g1252	ceoB	U97042
3002352	g1253	GES-23	KF179354
3001908	g1254	CTX-M-46	AY847147
3001775	g1255	OXA-119	AY139598
3003007	g1256	bmr	M33768
3002780	g1257	QnrB68	KC580657
3001813	g1258	OXA-55	AY343493
3001089	g1259	SHV-31	AY277255
3002648	g1260	APH(3')-IVa	X03364
3003048	g1261	rosA	U46859.1
3001188	g1262	SHV-149	JX121116
3002769	g1263	QnrB56	JX259317
3003053	g1264	smeC	AF173226
3002167	g1265	MIR-4	EF417572
3002624	g1266	ANT(4')-IIa	M98270
3002755	g1267	QnrB40	NG_050503.1
3002126	g1268	CMY-115	KM087839
3001766	g1269	OXA-192	JF273470
3002792	g1270	QnrS3	EU077611
3002567	g1271	AAC(6')-Iw	AF031331
3001928	g1272	CTX-M-67	EF581888
3002280	g1274	VIM-10	AY524989
3000595	g1275	ErmT	M64090
3001487	g1276	OXA-210	JF795487
3002345	g1277	GES-16	HM173356
3000914	g1278	TEM-45	X95401
3000967	g1279	TEM-104	AF516719
3002726	g1280	QnrB12	AM774474
3001641	g1281	OXA-110	EF650036
3000846	g1282	SIM-1	GQ288397
3002316	g1283	KPC-6	EU555534
3002270	g1284	IND-15	AB563173
3001092	g1286	SHV-34	AY036620
3001970	g1287	CTX-M-110	JF274242
3001635	g1288	OXA-82	EU019536
3002440	g1289	OKP-B-7	AM051156
3001004	g1290	TEM-141	AY956335
3001042	g1291	TEM-177	FN652295
3001969	g1292	CTX-M-109	JF274248.1
3001482	g1293	OXA-197	HQ425495
3003561	g1294	Sed-1	AF321608
3002895	g1285	SAT-2	AB211124
3002891	g1273	otr(A)	X53401
3000168	g1138	tet(D)	AF467077.1
3000149	g1222	FosA	AE004091.2
3002684	g1295	catII	X53797
3002445	g1296	OKP-B-12	AJ635420
3001941	g1297	CTX-M-80	EU202673
3000300	g1298	lsaA	AY225127.1
3002549	g1299	AAC(6')-Ic	M94066
3004608	g3305	EreD	KP265721.1
3002386	g1303	BEL-2	FJ666063
3002495	g1304	CTX-M-85	FJ214368
3002261	g1306	IND-5	AY504627
3002394	g1307	OXY-1-6	Y17715
3002971	g1308	vanTE	FJ872411
3001841	g1309	ACT-20	KF526117
3002201	g1310	IMP-10	AB074433
3002412	g1311	OXY-5-2	AJ871871
3001642	g1312	OXA-111	EF650037
3000774	g1313	adeA	AF370885.1
3001713	g1314	OXA-214	JN861782
3000794	g1315	mdtC	U00096
3001866	g1317	CTX-M-3	Y10278
3000833	g1318	evgS	U00096
3001186	g1319	SHV-147	JX121114
3000617	g1321	mecA	KC243783
3001120	g1322	SHV-65	DQ174305
3002485	g1324	LRA-2	EU408347.1
3001614	g1325	OXA-65	AY750908
3001470	g1326	OXA-170	HM488991
3002560	g1327	AAC(6')-Iq	AF047556
3002939	g1328	vanSM	FJ349556
3002625	g1329	ANT(4')-IIb	AY114142
3000516	g1330	emrR	U00096.3
3001914	g1331	CTX-M-52	DQ223685
3002647	g1332	APH(3')-IIIa	CP004067
3002944	g1333	vanHD	AY082011
3001173	g1334	SHV-126	GQ390808
3002722	g1335	QnrB8	EU043312
3002878	g1336	BcII	M19530
3000828	g1337	baeR	AP009048.1
3000090	g1338	Bla1	AY453161
3000810	g1340	mtrC	AE002098.2
3001810	g1341	OXA-53	AY289608
3001466	g1343	OXA-166	HM488987
3000807	g1344	MexH	AE004091.2
3001146	g1346	SHV-94	EF373970
3003148	g1347	OXA-425	KM588353
3002258	g1349	IND-2a	AF219130
3000960	g1350	TEM-93	AJ318093
3002799	g1351	QnrVC1	EU436855
3001500	g1352	OXA-251	JN118546
3002334	g1353	GES-5	AY494717
3001016	g1355	TEM-149	DQ369751
3003018	g1356	dfrA22	KF525301.1
3001991	g1357	CTX-M-132	JX313020
3002294	g1358	VIM-24	HM855205
3001495	g1359	OXA-233	KJ657570
3001669	g1361	OXA-223	JN248564
3002222	g1362	IMP-31	KF148593
3002240	g1363	CARB-1	AF313471
3002113	g1364	CMY-101	KF526114
3002588	g1365	AAC(6')-I30	AY289608
3002703	g1366	cmx	AF024666
3000865	g1367	oleD	DQ195536.2
3000753	g1368	abeM	AB204810
3002781	g1369	QnrB69	KC580658
3002581	g1370	AAC(6')-Ib10	U59183
3001888	g1371	CTX-M-26	AY157676
3000230	g1372	ANT(2'')-Ia	AF078527
3002037	g1373	CMY-26	AB300358
3002022	g1375	CMY-11	AF357599
3002185	g1376	MOX-6	GQ152601
3001921	g1377	CTX-M-60	AM411407
3002535	g1378	AAC(3)-IIc	X54723
3001684	g1379	OXA-313	KF057030
3001053	g1380	TEM-193	JN935135
3000578	g1381	CcrA	M63556
3002668	g1382	rmtG	JX486113
3001861	g1383	IMI-4	KF958750
3001568	g1384	OXA-382	KJ135345
3000790	g1385	mdsB	AE006468.2
3002630	g1386	ANT(9)-Ia	X02588.1
3001649	g1387	OXA-99	DQ888718
3003036	g1388	oleB	L36601
3003180	g1389	KPC-22	KM379100
3000838	g1390	arlR	CP023390.1
3001952	g1391	CTX-M-92	GU127598
3002619	g1392	aadA22	AM261837
3000851	g1393	THIN-B	AJ250876
3001694	g1394	OXA-257	KC567681
3001406	g1396	OXA-11	Z22590
3002865	g1397	dfrC	AE015929.1
3001639	g1398	OXA-108	EF650034
3001686	g1399	OXA-315	KF057032
3001935	g1400	CTX-M-74	GQ149243
3000614	g1401	mefE	AE007317.1
3001576	g1402	OXA-390	KJ135342.1
3001574	g1403	OXA-388	KJ135343
3002194	g1404	IMP-3	AB010417
3000858	g1405	armA	GU437214.1
3001443	g1406	OXA-121	KF057027
3002075	g1407	CMY-62	JF460796
3000986	g1408	TEM-124	AY327540
3002017	g1409	CMY-6	AJ011293
3001414	g1410	OXA-19	AF043381
3001792	g1411	OXA-62	AY423074
3001204	g1412	SHV-167	AB733453
3001656	g1413	OXA-172	HM113558
3002730	g1414	QnrB15	EU302865
3002526	g1415	AAC(2')-Id	U72743
3001625	g1416	OXA-89	DQ445683
3001652	g1417	OXA-131	EU547446
3002135	g1418	DHA-6	HQ322612
3003610	g1419	OXA-454	LC037981
3002605	g1420	aadA5	AF137361
3000952	g1421	TEM-85	AJ277414
3001817	g1422	ACC-3	AF180958
3000886	g1423	TEM-15	AM849805
3002399	g1424	OXY-2-4	Y17714
3000245	g1425	RbpA	HQ203032
3002198	g1426	IMP-7	AF318077
3000491	g1427	acrD	AP009048.1
3003099	g1428	cphA2	U60294
3001115	g1429	SHV-60	AB302939
3001172	g1430	SHV-125	GQ390807
3002344	g1431	GES-15	GU208678
3002029	g1433	CMY-18	AY743434
3000604	g1434	Erm(35)	AF319779.2
3002696	g1435	cmlA6	AF294653
3000910	g1436	TEM-40	FR717535
3000502	g1437	AcrF	U00096
3001077	g1438	SHV-19	AF117743
3001134	g1439	SHV-80	AM176555
3001962	g1440	CTX-M-103	HG423149
3003548	g1442	mdtN	AP009048.1
3002246	g1443	CARB-7	AF409092
3002268	g1444	IND-12	HM245380
3000499	g1445	AcrE	U00096
3002505	g1446	PDC-6	FJ666069
3002427	g1447	OKP-A-10	AM051149
3001084	g1448	SHV-26	AF227204
3001772	g1449	OXA-59	AJ632249
3003173	g1451	MIR-17	LN515535
3001393	g1452	TEM-216	KF944358
3002957	g1453	vanYD	AY082011
3002123	g1454	CMY-112	KM087837
3002265	g1455	IND-9	GU186045
3002206	g1456	IMP-15	AY553333
3001876	g1457	CTX-M-13	AF252623
3001023	g1458	TEM-157	DQ909059
3001939	g1459	CTX-M-78	AM982522
3002873	g1460	FosB3	HQ219726
3002689	g1342	plasmid-encoded_cat_(pp-cat)	D16171
3000178	g1345	tet(K)	S67449.1
3002678	g1316	Pseudomonas_aeruginosa_catB6	AJ223604
3001118	g1461	SHV-63	EU342351
3002513	g1462	LRA-19	EU408359
3002348	g1463	GES-19	JN596280
3002607	g1464	aadA7	AB114632
3001072	g1466	SHV-13	AF164577
3002469	g1467	LEN-22	AM850912
3001179	g1468	SHV-135	HQ637576
3001313	g1469	facT	JQ768046
3002741	g1470	QnrB26	HQ386846
3000780	g1471	adeI	CP001182.2
3002149	g1472	DHA-18	KM087841
3001906	g1473	CTX-M-44	D37830
3001337	g1475	SHV-99	AM941845
3001058	g1476	TEM-199	JX050178
3002249	g1478	CARB-10	EU850412
3002231	g1479	IMP-40	AB753457
3003564	g1480	EXO-1	M28303
3002392	g1481	OXY-1-4	AY077483
3002379	g1482	SME-1	Z28968
3002544	g1483	AAC(3)-Xa	AB028210.1
3001847	g1484	ACT-27	KJ207209
3002190	g1485	MOX-8	JX173956
3002250	g1486	CARB-12	D13210
3001105	g1487	SHV-48	AY263404
3000941	g1488	TEM-75	AY130284
3002048	g1489	CMY-37	AB280919
3001156	g1490	SHV-107	AM941848
3002839	g1491	lnuF	AJ561197
3002186	g1492	MOX-3	EU515248
3002368	g1493	PER-6	GQ396303
3001857	g1494	LAT-1	X78117
3001829	g1495	ACT-4	EU427302
3001806	g1496	OXA-224	JN596991
3003011	g1497	dfrA10	KF976462
3003104	g1498	cphA8	AY261375
3002374	g1499	VEB-6	EU259884.2
3002657	g1500	APH(6)-Ia	Y00459
3002060	g1501	CMY-49	GQ402541
3001809	g1502	OXA-209	JF268688.1
3002472	g1503	LEN-4	AY130287
3002120	g1504	CMY-108	KF564648
3001834	g1506	ACT-12	JX440355
3003051	g1507	smeA	AF173226
3002708	g1508	QnrA2	HQ449669
3002952	g1509	vanXF	AF155139
3002974	g1510	vanTrL	EU250284
3003161	g1511	OXA-423	KM433672
3002381	g1512	SME-3	AY584237
3002776	g1513	QnrB64	KC580653
3002219	g1514	IMP-28	JQ407409
3002354	g1515	NDM-3	JQ734687
3002056	g1516	CMY-45	FN546177
3001427	g1517	OXA-33	AY008291
3002826	g1518	EreA2	AF099140
3002844	g1519	vatE	AF242872
3001139	g1520	SHV-85	DQ322460
3002302	g1521	VIM-32	JN676230
3002229	g1522	IMP-38	HQ875573
3001026	g1525	TEM-160	EF136377
3002571	g1526	AAC(6')-Iaa	AE006468.2
3001108	g1527	SHV-51	AY289548
3001034	g1528	TEM-168	FJ919776
3000994	g1529	TEM-130	AJ866988
3001437	g1530	OXA-67	DQ491200
3000948	g1531	TEM-81	AF427127
3001674	g1532	OXA-249	HE963770
3001344	g1533	SHV-143	JQ341060.1
3002367	g1534	PER-5	NG_049964.1
3002027	g1535	CMY-16	AJ781421
3003117	g1536	OXA-421	KM401566.1
3002331	g1537	GES-2	AF326355
3001153	g1538	SHV-104	EU274581
3002603	g1539	aadA3	AF047479
3000861	g1540	rmtC	KJ476816.1
3001836	g1541	ACT-14	JX440354
3002982	g1542	amrA	BX571965.1
3002033	g1543	CMY-22	DQ256079
3002875	g1544	dfrE	AIIS01000002.1
3003205	g1546	Erm(43)	HE650138
3002922	g1547	vanRC	AF162694
3002650	g1548	APH(3')-Vb	M22126
3000375	g1549	ErmB	AF242872.1
3003066	g1550	smeR	AF173226.1
3001645	g1551	OXA-78	AY862132
3000843	g1552	MUS-1	AF441286
3000192	g1553	tetS	L09756
3000391	g1554	norA	AY566250
3001182	g1555	SHV-140	JN051143
3002283	g1556	VIM-13	DQ365886
3003154	g1557	SHV-187	LN515533
3000816	g1559	mtrA	AL123456.3
3002453	g1560	OKP-B-20	AM850922
3002972	g1561	vanTG	DQ212986
3002628	g1562	aad(6)	AY712687
3001924	g1563	CTX-M-63	AB205197
3002731	g1564	QnrB16	EU136183
3001839	g1565	ACT-18	KF992028
